dataset,dataset_requested,profile,seed_start,seed_stride,n_runs,n_train,n_test,n_features,n_classes,n_estimators,max_depth,max_features,num_bins,confidence_scale,exact_train_time_sec_mean,exact_train_time_sec_std,mab_train_time_sec_mean,mab_train_time_sec_std,time_speedup_exact_over_mab,time_speedup_exact_over_mab_std,runtime_reduction_pct,runtime_reduction_pct_std,exact_insertions_mean,exact_insertions_std,mab_insertions_mean,mab_insertions_std,insertion_reduction_pct,insertion_reduction_pct_std,exact_test_accuracy_mean,exact_test_accuracy_std,mab_test_accuracy_mean,mab_test_accuracy_std,accuracy_gap_mab_minus_exact,accuracy_gap_mab_minus_exact_std,note
covtype,covtype,custom,0,1,1,500000,80000,54,7,6,10,sqrt,48,0.15,3.9373239589622244,0.0,3.349069416988641,0.0,1.1756471630565724,0.0,14.940465862215513,0.0,195149675.0,0.0,26064265.0,0.0,86.64396187182992,0.0,0.7247375,0.0,0.7228625,0.0,-0.001875000000000071,0.0,
